"name: , distance: 7681.0553195228, start time: 2024-11-25T02:03:26.326Z, duration: 14013.8840000629",time,latitude,longitude,alt,speed,course,horiz_acc,vert_acc,rel_alt
,2024-11-25T02:03:24.115Z,37.5522068672,127.0730615749,22.4562988385,-,-,23.4375,11.9375,-
,2024-11-25T02:03:27.106Z,37.5521503313,127.0731714617,26.9827575809,-,-,29.5625,30.0,-
,2024-11-25T02:03:27.584Z,37.5521619402,127.0731693662,26.7472534304,1.2189178469,-,20.9375,54.9375,-
,2024-11-25T02:03:28.584Z,37.552156492,127.0731738924,22.7765197859,1.6625061039,-,19.375,25.5625,0.0
,2024-11-25T02:03:29.584Z,37.5521589646,127.0731908239,22.9808349716,1.2189178469,-,17.75,19.4375,-0.015838623
,2024-11-25T02:03:30.584Z,37.5521598447,127.0732003792,23.8748474232,1.2006225588,-,13.5,16.3125,-0.0316772461
,2024-11-25T02:03:31.584Z,37.5521556119,127.0732198252,24.8036193963,0.8641204835,-,17.875,14.375,-0.0422668457
,2024-11-25T02:03:32.584Z,37.5521593418,127.0732289615,24.6896972771,0.3059844971,-,16.625,13.0625,-0.0686950683
,2024-11-25T02:03:33.584Z,37.5521669694,127.0732106052,25.5625000119,0.5573577882,-,13.625,12.1875,-0.0739746094
,2024-11-25T02:03:34.999Z,37.5521651253,127.0732197414,25.5625000119,0.0,-,20.6875,10.25,-0.0845336914
,2024-11-25T02:03:35.999Z,37.5521651253,127.0732197414,25.5625000119,0.0,-,20.6875,9.6875,-0.0950927734
,2024-11-25T02:03:36.999Z,37.5521651253,127.0732197414,25.5625000119,0.0,-,20.6875,9.125,-0.105682373
,2024-11-25T02:03:37.999Z,37.5521651253,127.0732197414,25.5625000119,0.0,-,20.6875,8.75,-0.1162414551
,2024-11-25T02:03:38.999Z,37.5521651253,127.0732197414,25.5625000119,0.0,-,20.6875,8.375,-0.1268005371
,2024-11-25T02:03:39.999Z,37.552189349,127.073179173,25.561981213,0.0,-,13.5,8.375,-0.1268005371
,2024-11-25T02:03:40.999Z,37.5521766924,127.0732042349,25.561981213,0.0,-,9.75,10.3125,-0.1268005371
,2024-11-25T02:03:41.999Z,37.5521766924,127.0732042349,25.561981213,0.0,-,9.75,10.6875,-0.1268005371
,2024-11-25T02:03:42.999Z,37.5521766924,127.0732042349,25.561981213,0.0,-,9.75,10.5625,-0.105682373
,2024-11-25T02:03:43.999Z,37.5521766924,127.0732042349,25.561981213,0.0,-,9.75,10.75,-0.105682373
,2024-11-25T02:03:44.999Z,37.5521766924,127.0732042349,25.561981213,0.0,-,9.75,11.625,-
,2024-11-25T02:03:45.999Z,37.5521755189,127.0731970265,25.561981213,0.0,-,9.3125,12.0625,-0.0950927734
,2024-11-25T02:03:46.999Z,37.5521755189,127.0731970265,25.561981213,0.0,-,9.3125,12.8125,-0.0950927734
,2024-11-25T02:03:47.999Z,37.5521755189,127.0731970265,25.561981213,0.0,-,9.3125,11.375,-0.0950927734
,2024-11-25T02:03:48.999Z,37.5521755189,127.0731970265,25.561981213,0.0,-,9.3125,12.6875,-0.0898132324
,2024-11-25T02:03:49.999Z,37.5521755189,127.0731970265,25.561981213,0.0,-,9.3125,12.9375,-0.0792541504
,2024-11-25T02:03:50.999Z,37.5521755189,127.0731970265,25.561981213,0.0,-,9.3125,12.875,-0.0739746094
,2024-11-25T02:03:51.999Z,37.5521833141,127.0731904048,25.561981213,0.0,-,9.3125,12.8125,-0.0739746094
,2024-11-25T02:03:52.999Z,37.5521833141,127.0731904048,25.561981213,0.0,-,9.3125,12.6875,-0.0686950683
,2024-11-25T02:03:53.999Z,37.5521833141,127.0731904048,25.561981213,0.0,-,9.3125,12.5,-0.0686950683
,2024-11-25T02:03:54.999Z,37.5521833141,127.0731904048,25.561981213,0.0,-,9.3125,12.3125,-0.0581054687
,2024-11-25T02:03:55.999Z,37.5521833141,127.0731904048,25.561981213,0.0,-,9.3125,12.125,-0.0528259277
,2024-11-25T02:03:56.999Z,37.5521833141,127.0731904048,25.561981213,0.0,-,9.3125,12.0,-0.0422668457
,2024-11-25T02:03:57.999Z,37.5521878822,127.073173641,25.561981213,0.0,-,8.875,11.75,-0.0422668457
,2024-11-25T02:03:58.999Z,37.5521888461,127.0731739762,25.561981213,0.0,-,8.875,11.5,-0.0422668457
,2024-11-25T02:03:59.999Z,37.5522006227,127.0731691147,26.7197570925,0.0062713623,-,8.875,16.75,-
,2024-11-25T02:04:00.999Z,37.5522007903,127.0731691147,25.3765564083,0.0541687011,-,8.875,16.5,-0.0528259277
,2024-11-25T02:04:01.999Z,37.5522013771,127.0731691986,24.1212768667,0.1040344238,-,8.875,16.4375,-0.0528259277
,2024-11-25T02:04:02.999Z,37.5522015447,127.0731684442,23.9127197376,0.0410461425,-,8.875,16.3125,-0.0528259277
,2024-11-25T02:04:03.999Z,37.5522025086,127.0731691147,22.6545105085,0.0707092285,-,8.875,16.125,-0.0475463867
,2024-11-25T02:04:04.999Z,37.552202341,127.07316945,22.383636485,0.0328521728,-,8.875,16.0,-0.0369873047
