20298719	friend
56549221	study
64266023	meal
51821397	meal
27308515	study
60420566	study
19304855	friend
67786337	friend
67234981	study
19960040	friend
34694297	study
36859057	study
20885485	friend
22654102	study
34730051	study
49662479	friend
36291744	friend
15783359	friend
84664992	friend
59732355	study
41424759	friend
97501217	study
78922847	friend
25712784	study
30338713	study
43852880	study
50418801	meal
67925082	meal
72182264	study
82026121	meal
86260405	meal
55115609	study
54704636	friend
38524732	meal
48821543	friend
19304654	friend
80229869	friend
18885051	friend
72955391	study
37621229	study
57945355	study
77611671	friend
63336180	meal
78093706	meal
72391170	friend
63434095	study
67821110	study
25212037	friend
96024105	meal
16220016	friend
63178309	friend
27971199	meal
25626018	study
74894115	meal
31254287	study
29287779	study
94687748	meal
50859571	friend
69803411	friend
79277524	study
21065134	meal
95609673	friend
55251168	friend
20266222	meal
27530973	meal
70282422	friend
55438060	friend
97912953	study
63709387	friend
63161780	friend
82010790	study
90848105	friend
13357933	friend
38911298	friend
14860100	friend
89548300	meal
35030330	study
60787304	meal
80060158	friend
12173535	friend
24036146	meal
44111200	meal
54062904	friend
56078770	study
98516426	friend
46372662	meal
71734371	study
65043781	study
55350166	study
63105916	friend
44207853	meal
19579528	friend
92452458	study
93562882	meal
58994865	friend
46987736	friend
87488815	friend
77629937	meal
64754612	meal
89540825	meal
37672468	friend
30213802	friend
94491015	friend
77894023	friend
51172478	meal
56424222	meal
20912200	study
64390930	friend
42614542	friend
59683272	meal
80278466	meal
94898481	meal
19005555	friend
74353938	meal
57943011	study
93786617	friend
62093496	friend
26011808	study
35729022	study
27798553	study
69782717	study
83963415	friend
24503475	friend
57856397	friend
69506490	study
66286228	study
47268722	study
61268557	meal
96940644	friend
78935356	meal
66193448	meal
95796030	study
48159198	study
52454150	study
38159339	study
62739720	meal
88583898	study
17038769	friend
79585024	friend
18937365	study
48906008	study
74887405	meal
29078357	meal
64290316	friend
80884482	meal
98164286	study
68528622	study
91969255	study
19497948	friend
65951267	friend
25010737	meal
94129989	study
75098056	friend
43309239	meal
19062100	meal
90292557	study
10980271	friend
47120789	meal
42968552	meal
48618914	meal
25961702	friend
38622682	friend
65160708	study
19615815	study
60591569	study
78306378	study
37125555	friend
18388577	meal
39130148	study
58984967	study
69171505	meal
41616147	study
44079512	meal
16388353	friend
69927334	friend
34140571	meal
37866934	friend
51923914	meal
26715463	study
24019161	meal
31269880	meal
34531373	meal
77250646	friend
41901118	friend
39226328	friend
80186617	friend
40716346	meal
15703532	meal
20352711	study
33169119	meal
82733337	meal
71594000	friend
91604098	study
42565483	meal
90796358	meal
19445192	meal
76412263	study
93229288	friend
88634819	study
59970748	meal
72786125	study
81087022	study
39087775	study
83583520	friend
29277559	meal
46596760	friend
55045805	meal
92670350	friend
50341561	friend
66281059	friend
43580603	friend
58598037	friend
31349010	meal
84199254	friend
45444874	meal
45666488	study
32379145	meal
46151350	friend
82821438	study
75468348	meal
54459160	friend
15054327	friend
74049331	friend
84829757	friend
56392042	study
85199638	study
45569693	meal
36724060	meal
82226708	meal
91578776	meal
57621824	friend
55286208	study
44307052	study
45315346	meal
64171080	friend
32947196	study
64657873	friend
73002218	study
33761765	study
41476569	friend
98764686	meal
84783538	meal
97828059	meal
40837389	meal
91509196	meal
91006587	meal
20920702	friend
17328765	study
97552485	meal
13615639	friend
33158195	study
49610085	friend
77689489	friend
67103904	meal
10558143	friend
99723534	study
85016440	friend
78037371	study
17175006	friend
91032793	meal
62257726	study
42852569	friend
41724052	meal
18981131	study
86041548	meal
31975957	study
91192600	study
95560203	study
11394273	friend
79651045	meal
61700714	meal
90975970	meal
11783173	meal
37295147	study
48514033	friend
14451321	study
54224690	meal
18079154	study
70570520	study
78941820	meal
45806777	meal
52025969	meal
28275377	friend
19273240	meal
58662936	friend
20983716	friend
20918658	meal
57085054	study
49597358	friend
41062700	study
30898717	study
14331149	meal
51680206	friend
30578321	study
66517087	study
18873097	meal
68495494	friend
53870662	study
20229654	friend
40328248	study
40416781	friend
47335763	friend
59543702	study
67576201	study
11212226	friend
91211872	study
14122621	study
67363566	meal
24926152	study
64070085	study
56917403	study
41114051	friend
79863909	friend
43307483	friend
89384270	meal
19819965	friend
78318332	study
50949489	meal
21835133	study
75430332	meal
60697108	study
60690968	friend
85864522	friend
50562413	meal
36978396	study
77550078	study
55354530	study
54227273	friend
38341005	friend
41364052	study
90956809	meal
37138198	friend
38877018	friend
24681097	study
99480383	study
17957767	study
33259536	study
53552288	friend
29305910	study
33261459	friend
19792582	friend
73854745	meal
11656999	study
97351080	meal
28627102	study
64916700	friend
48124200	friend
59903827	study
16948139	friend
16615158	study
61246550	friend
46613147	friend
17048858	study
58402553	friend
19599996	study
69399257	meal
66602707	study
71169617	meal
29142752	friend
34277126	friend
58479298	meal
34593472	meal
82044805	meal
78025243	study
83792330	friend
56377381	study
77644435	meal
28408477	meal
45213484	meal
54652644	friend
75409095	study
40397503	study
93986262	study
46325452	meal
36541256	meal
38167908	friend
46590658	friend
61294632	friend
36897841	study
78701001	friend
47459648	meal
52439558	friend
65425331	study
21589892	meal
33304418	meal
81893178	study
33448109	meal
42944238	friend
17908863	friend
23487339	meal
75026491	meal
78961699	meal
23970800	friend
65088256	study
88879346	friend
12043199	study
50489675	friend
66034984	meal
26353092	study
39002606	friend
52253386	study
40805411	meal
66225014	study
90445455	meal
76608781	meal
56277597	friend
44184055	meal
91022838	friend
63834757	study
38046415	study
52892378	study
89490920	friend
89882583	study
44927444	meal
98771175	meal
52742901	friend
37574261	meal
10558209	study
57085643	meal
37012855	friend
89059377	study
36500063	friend
39266908	friend
48594358	study
23089269	meal
33533540	friend
68063498	friend
56693205	meal
41092374	friend
83585705	friend
13649780	study
85877208	friend
26767866	study
18694035	meal
47731103	friend
57829926	study
63774459	study
48966138	study
30460857	friend
68992639	study
33471179	study
31945177	study
51477182	study
36585301	friend
75513490	friend
36459646	study
78891472	friend
38797100	meal
80077185	meal
16537520	friend
10909779	meal
35674973	meal
54159512	meal
81886779	study
44998404	meal
16126631	study
21850049	friend
83934495	meal
41256503	study
23983144	meal
44131857	study
