20298719	tue	12	8	15	3	12	9	8
56549221	tue	17	2	3	2	4	13	11
64266023	tue	6	11	7	11	10	3	1
51821397	tue	8	4	15	16	17	11	4
27308515	tue	4	13	0	0	14	2	5
60420566	tue	13	15	8	0	5	3	15
19304855	tue	4	6	12	7	10	5	13
67786337	tue	13	4	3	17	14	5	5
67234981	tue	1	1	13	6	11	8	13
19960040	tue	14	16	11	6	9	1	6
34694297	tue	11	9	10	15	1	15	13
36859057	tue	10	9	12	17	8	13	9
20885485	tue	16	17	11	10	2	12	7
22654102	tue	14	1	5	4	1	4	9
34730051	tue	13	17	10	8	2	9	12
49662479	tue	12	16	11	3	4	6	5
36291744	tue	16	2	8	14	14	6	5
15783359	tue	7	0	6	7	10	15	8
84664992	tue	3	15	2	6	2	17	1
59732355	tue	7	2	13	11	15	16	8
41424759	tue	14	12	17	16	1	2	1
97501217	tue	4	17	9	8	16	9	16
78922847	tue	2	17	12	15	0	8	8
25712784	tue	1	4	3	5	11	8	3
30338713	tue	13	16	12	7	12	16	16
43852880	tue	10	12	16	14	15	11	2
50418801	tue	14	0	0	6	5	5	4
67925082	tue	17	11	5	14	1	5	5
72182264	tue	5	8	7	11	11	1	11
82026121	tue	12	4	7	12	5	15	1
86260405	tue	2	17	11	15	2	13	8
55115609	tue	17	2	17	14	17	16	9
54704636	tue	5	12	4	8	12	3	9
38524732	tue	6	8	11	5	0	14	3
48821543	tue	2	3	0	9	12	0	6
19304654	tue	0	0	2	11	14	6	8
80229869	tue	8	9	17	3	12	6	1
18885051	tue	7	16	7	2	4	11	15
72955391	tue	11	10	0	15	13	1	16
37621229	tue	7	13	6	5	2	6	10
57945355	tue	11	4	16	17	7	15	15
77611671	tue	2	17	3	9	12	13	11
63336180	tue	8	4	16	8	16	2	5
78093706	tue	17	10	1	1	11	3	13
72391170	tue	11	2	1	7	16	1	0
63434095	tue	10	7	1	13	15	6	15
67821110	tue	10	16	14	6	13	13	1
25212037	tue	14	11	9	16	0	5	10
96024105	tue	12	9	14	4	15	12	14
16220016	tue	9	17	14	4	7	2	1
63178309	tue	12	9	1	7	8	1	12
27971199	tue	14	8	5	5	17	13	2
25626018	tue	9	9	9	7	10	12	9
74894115	tue	17	16	7	13	7	15	8
31254287	tue	9	3	17	12	5	12	10
29287779	tue	17	16	16	0	5	6	3
94687748	tue	6	16	4	1	3	8	14
50859571	tue	11	5	6	12	7	7	3
69803411	tue	7	16	13	6	6	2	11
79277524	tue	0	15	13	1	8	10	10
21065134	tue	5	2	0	6	13	11	17
95609673	tue	2	9	17	16	11	2	13
55251168	tue	6	16	3	2	7	12	13
20266222	tue	17	8	10	10	7	1	4
27530973	tue	9	12	8	17	13	0	16
70282422	tue	13	2	12	12	13	14	10
55438060	tue	3	0	17	1	12	16	13
97912953	tue	1	14	5	0	9	14	9
63709387	tue	5	15	17	16	6	2	4
63161780	tue	7	14	2	8	5	3	14
82010790	tue	13	11	0	7	2	5	12
90848105	tue	0	8	8	15	11	5	1
13357933	tue	14	5	11	12	16	7	17
38911298	tue	6	10	3	9	16	3	8
14860100	tue	16	16	2	3	9	9	9
89548300	tue	17	10	9	5	5	1	7
35030330	tue	15	0	13	17	5	15	5
60787304	tue	15	8	9	12	12	1	7
80060158	tue	17	10	4	10	12	9	7
12173535	tue	5	5	12	7	16	11	7
24036146	tue	16	2	5	6	16	4	13
44111200	tue	10	7	0	4	6	14	6
54062904	tue	10	9	9	0	15	14	0
56078770	tue	10	0	1	17	5	10	2
98516426	tue	9	11	6	17	2	4	13
46372662	tue	5	10	14	10	15	17	5
71734371	tue	6	12	9	8	12	13	3
65043781	tue	7	15	10	6	6	9	1
55350166	tue	7	11	13	11	13	6	7
63105916	tue	9	16	3	5	15	16	1
44207853	tue	3	6	10	4	16	7	11
19579528	tue	15	0	2	14	7	17	9
92452458	tue	15	4	16	13	7	14	6
93562882	tue	12	8	1	17	5	5	10
58994865	tue	17	12	13	12	12	12	15
46987736	tue	3	8	16	9	15	5	15
87488815	tue	5	2	12	14	6	6	15
77629937	tue	12	2	0	11	13	17	11
64754612	tue	10	9	15	12	5	16	1
89540825	tue	16	2	0	3	11	13	5
37672468	tue	5	16	15	11	10	6	9
30213802	tue	7	5	14	10	13	7	12
94491015	tue	1	3	9	8	1	0	0
77894023	tue	6	3	0	12	3	9	4
51172478	tue	10	3	2	4	11	8	17
56424222	tue	1	17	8	5	0	9	14
20912200	tue	2	11	14	14	15	7	2
64390930	tue	3	10	15	6	11	9	7
42614542	tue	3	12	2	8	11	9	17
59683272	tue	6	12	13	8	11	3	12
80278466	tue	13	8	2	16	15	3	6
94898481	tue	11	7	15	2	2	16	8
19005555	tue	16	4	14	16	14	13	2
74353938	tue	4	3	4	1	0	8	7
57943011	tue	16	11	15	5	4	13	6
93786617	tue	11	14	5	17	16	4	12
62093496	tue	6	11	14	3	17	3	12
26011808	tue	10	15	3	9	7	7	8
35729022	tue	15	5	0	13	0	0	7
27798553	tue	9	7	15	5	6	7	1
69782717	tue	14	7	2	8	14	5	16
83963415	tue	5	14	2	6	3	3	13
24503475	tue	1	8	6	11	14	11	0
57856397	tue	16	13	17	9	12	8	4
69506490	tue	16	13	4	2	4	11	8
66286228	tue	8	6	16	6	9	3	17
47268722	tue	6	6	0	4	3	3	12
61268557	tue	4	2	15	4	9	11	15
96940644	tue	11	9	10	3	12	3	11
78935356	tue	9	0	14	14	11	0	7
66193448	tue	6	16	2	4	4	12	1
95796030	tue	7	0	8	14	17	2	7
48159198	tue	17	7	14	9	15	16	14
52454150	tue	12	2	3	6	5	6	11
38159339	tue	7	14	0	2	5	16	9
62739720	tue	11	6	8	5	1	4	10
88583898	tue	2	2	11	1	13	9	4
17038769	tue	8	15	11	14	17	12	6
79585024	tue	15	6	12	10	3	11	5
18937365	tue	6	15	15	17	7	3	6
48906008	tue	6	2	4	11	14	4	0
74887405	tue	13	15	15	4	8	6	13
29078357	tue	12	16	4	15	2	11	17
64290316	tue	4	5	12	8	17	0	16
80884482	tue	0	2	12	9	9	8	1
98164286	tue	1	3	10	5	6	9	16
68528622	tue	8	16	16	11	14	15	6
91969255	tue	8	6	4	15	10	17	16
19497948	tue	4	15	12	4	15	13	13
65951267	tue	5	10	2	4	9	10	15
25010737	tue	11	6	9	8	11	2	9
94129989	tue	11	17	17	11	4	7	7
75098056	tue	15	5	17	7	11	14	5
43309239	tue	11	15	14	10	9	7	8
19062100	tue	4	17	17	12	12	15	7
90292557	tue	2	13	5	3	7	0	5
10980271	tue	15	6	6	7	12	2	7
47120789	tue	14	7	3	1	16	6	15
42968552	tue	3	15	7	2	14	8	4
48618914	tue	4	2	14	9	5	16	6
25961702	tue	8	14	7	1	10	9	0
38622682	tue	9	12	5	3	11	17	2
65160708	tue	4	6	0	10	1	12	10
19615815	tue	14	5	1	17	4	3	15
60591569	tue	6	0	0	16	7	12	16
78306378	tue	4	7	1	3	16	11	11
37125555	tue	8	8	1	12	0	12	8
18388577	tue	14	0	15	1	3	1	13
39130148	tue	17	2	12	4	14	14	13
58984967	tue	7	4	6	1	7	0	17
69171505	tue	15	16	0	8	7	8	16
41616147	tue	4	3	0	8	8	4	13
44079512	tue	9	13	6	11	5	7	2
16388353	tue	10	11	6	4	6	0	3
69927334	tue	17	11	0	0	7	2	5
34140571	tue	14	12	13	4	7	2	0
37866934	tue	9	5	15	1	8	2	12
51923914	tue	11	11	1	13	15	12	12
26715463	tue	6	1	14	2	14	17	6
24019161	tue	12	11	10	13	4	17	8
31269880	tue	3	9	11	2	4	12	9
34531373	tue	12	12	4	8	8	7	15
77250646	tue	3	3	4	15	7	5	7
41901118	tue	16	10	8	8	13	10	13
39226328	tue	0	7	13	10	12	4	0
80186617	tue	14	14	10	8	10	2	14
40716346	tue	3	1	14	9	8	10	5
15703532	tue	12	4	12	9	13	13	10
20352711	tue	10	7	7	2	6	6	10
33169119	tue	0	15	13	7	2	9	14
82733337	tue	3	5	17	12	7	6	5
71594000	tue	5	16	2	13	7	15	15
91604098	tue	5	11	16	7	15	11	1
42565483	tue	15	9	10	12	15	3	6
90796358	tue	2	13	17	2	16	6	12
19445192	tue	9	7	14	16	12	10	9
76412263	tue	7	3	2	10	2	0	14
93229288	tue	1	11	14	1	0	16	8
88634819	tue	5	3	15	8	9	17	2
59970748	tue	5	16	7	14	4	4	1
72786125	tue	6	10	9	6	13	12	10
81087022	tue	12	7	17	15	7	12	8
39087775	tue	0	10	9	10	8	17	5
83583520	tue	15	8	15	12	11	11	16
29277559	tue	6	10	7	0	9	8	5
46596760	tue	8	4	1	13	3	5	10
55045805	tue	13	5	14	12	0	2	11
92670350	tue	9	11	6	1	4	1	17
50341561	tue	14	10	7	5	5	12	12
66281059	tue	1	17	16	5	9	6	6
43580603	tue	15	0	13	5	4	11	17
58598037	tue	5	12	7	2	10	2	16
31349010	tue	10	14	12	0	12	16	1
84199254	tue	15	11	10	8	7	1	0
45444874	tue	11	4	0	1	5	10	7
45666488	tue	3	12	6	9	11	13	8
32379145	tue	11	12	13	4	3	15	3
46151350	tue	6	9	15	8	6	7	5
82821438	tue	4	12	16	1	5	13	9
75468348	tue	16	0	13	1	13	0	10
54459160	tue	1	15	11	0	17	4	4
15054327	tue	4	5	14	15	2	3	0
74049331	tue	4	2	13	17	6	11	12
84829757	tue	12	9	7	2	4	12	7
56392042	tue	2	13	7	2	1	15	13
85199638	tue	17	13	16	1	16	14	11
45569693	tue	10	10	8	7	3	3	15
36724060	tue	16	17	1	6	1	11	4
82226708	tue	2	13	8	17	8	9	1
91578776	tue	2	4	10	3	4	3	9
57621824	tue	17	1	11	10	13	8	2
55286208	tue	5	13	13	4	13	15	7
44307052	tue	7	12	6	4	13	3	17
45315346	tue	12	5	4	15	7	11	14
64171080	tue	7	12	12	16	11	4	2
32947196	tue	2	3	11	14	0	17	0
64657873	tue	12	1	13	16	12	15	10
73002218	tue	10	7	2	11	10	5	0
33761765	tue	1	16	0	2	17	5	0
41476569	tue	16	7	15	10	9	1	17
98764686	tue	1	17	0	17	3	3	6
84783538	tue	0	12	13	1	10	0	11
97828059	tue	13	0	5	6	3	8	2
40837389	tue	8	1	5	12	2	17	17
91509196	tue	2	6	8	6	10	10	17
91006587	tue	5	12	11	5	16	14	16
20920702	tue	16	9	16	4	5	11	7
17328765	tue	4	10	17	4	3	7	7
97552485	tue	6	17	2	4	3	7	8
13615639	tue	8	12	10	17	11	2	2
33158195	tue	16	7	6	13	2	15	6
49610085	tue	1	1	11	5	15	1	13
77689489	tue	2	15	9	15	17	11	4
67103904	tue	3	16	4	2	17	17	15
10558143	tue	1	8	17	5	5	12	2
99723534	tue	15	14	8	9	4	9	4
85016440	tue	6	0	14	12	14	2	0
78037371	tue	2	5	6	7	16	13	11
17175006	tue	16	5	2	2	13	7	11
91032793	tue	2	16	12	17	7	16	5
62257726	tue	9	11	14	14	7	5	11
42852569	tue	14	17	6	17	1	16	0
41724052	tue	15	11	17	4	5	15	5
18981131	tue	12	0	5	5	16	12	1
86041548	tue	1	2	3	0	10	15	5
31975957	tue	3	4	11	5	6	10	4
91192600	tue	1	14	0	1	6	7	7
95560203	tue	9	17	2	0	15	5	3
11394273	tue	15	11	17	6	10	4	10
79651045	tue	6	1	13	10	0	14	14
61700714	tue	3	13	12	9	11	17	0
90975970	tue	15	10	0	4	13	14	12
11783173	tue	4	5	6	0	6	3	7
37295147	tue	5	0	4	5	17	7	13
48514033	tue	11	15	11	6	5	5	15
14451321	tue	15	16	16	5	6	5	7
54224690	tue	17	7	13	16	8	10	13
18079154	tue	12	15	11	9	3	4	9
70570520	tue	8	0	0	4	2	11	3
78941820	tue	15	5	7	16	3	13	11
45806777	tue	15	1	11	8	1	11	1
52025969	tue	0	17	7	1	10	1	16
28275377	tue	8	11	2	3	7	12	8
19273240	tue	7	1	13	17	12	8	2
58662936	tue	4	8	4	3	5	10	8
20983716	tue	13	0	8	4	12	15	1
20918658	tue	8	16	0	16	5	15	1
57085054	tue	15	12	16	8	3	7	1
49597358	tue	6	13	8	10	3	7	6
41062700	tue	4	8	8	16	2	15	13
30898717	tue	10	12	0	5	10	10	4
14331149	tue	11	16	11	12	0	8	5
