83325131	tue	16	2	16	11	1	5	9
96145025	tue	8	14	2	7	16	14	17
71086163	tue	13	13	7	11	3	12	0
72534576	tue	5	17	0	7	6	13	14
73842834	tue	13	4	12	11	2	2	8
77614035	tue	4	9	12	16	17	9	2
83285634	tue	4	16	6	3	4	11	8
92547429	tue	5	13	13	6	10	1	0
61194129	tue	8	0	6	2	14	5	9
72029305	tue	13	8	1	4	16	2	14
19598749	tue	17	0	13	14	15	1	7
26366232	tue	4	2	2	15	10	9	2
46162723	tue	1	4	2	3	4	7	0
40394746	tue	16	6	2	14	7	4	7
61768773	tue	1	4	6	14	0	0	3
59230800	tue	5	13	3	12	3	6	11
53811246	tue	7	8	5	9	9	14	14
41565439	tue	16	15	9	11	10	3	5
30332960	tue	3	4	7	5	16	7	3
33225822	tue	7	10	4	10	12	3	2
17696421	tue	4	14	0	16	13	8	10
56902224	tue	4	8	11	12	7	6	17
18884105	tue	4	6	12	2	12	1	11
90183025	tue	6	12	3	0	13	9	8
82494048	tue	10	3	4	15	0	8	3
15365698	tue	12	0	1	9	1	14	14
97567709	tue	11	14	8	7	14	1	2
15442406	tue	7	9	7	11	11	5	7
43516876	tue	3	8	6	17	16	0	13
47596969	tue	17	5	12	11	9	12	11
12934073	tue	10	15	12	3	6	8	17
27183132	tue	7	8	2	10	4	6	10
84193864	tue	17	13	6	10	1	16	15
48273338	tue	5	2	3	7	1	10	8
16192548	tue	5	9	11	7	14	12	17
80092201	tue	7	1	4	2	5	7	9
67393818	tue	17	4	12	5	12	12	1
41001617	tue	14	12	0	10	6	16	0
39022462	tue	14	8	0	3	12	8	2
31856463	tue	16	4	13	3	5	1	10
68285586	tue	12	11	17	3	12	4	2
79325696	tue	6	11	7	15	14	4	11
38626666	tue	2	16	11	8	11	9	11
29680896	tue	1	1	1	7	8	6	13
27282551	tue	2	12	1	9	9	15	8
41294140	tue	2	10	4	0	13	4	7
71507428	tue	12	7	0	5	7	4	3
79220294	tue	7	14	13	6	3	14	17
79196882	tue	3	15	17	9	15	10	2
81096672	tue	5	9	1	2	2	12	8
86564140	tue	10	16	12	10	14	15	17
57491206	tue	8	14	4	8	16	10	15
17513453	tue	11	11	13	16	17	13	10
87643964	tue	8	15	3	9	11	0	11
21077537	tue	3	2	3	0	11	5	9
21153904	tue	8	15	15	4	3	10	11
19513848	tue	2	2	11	10	0	16	13
98595848	tue	15	14	9	3	7	2	0
52036136	tue	11	0	15	10	15	6	8
90863752	tue	2	17	9	12	17	5	7
26030525	tue	6	1	9	6	3	3	16
77099146	tue	13	10	3	10	5	2	3
49754985	tue	0	16	3	1	5	8	1
36841957	tue	0	9	13	11	1	1	13
40428794	tue	5	13	0	0	12	10	9
72327878	tue	10	7	1	14	6	10	13
90142811	tue	14	13	0	1	1	14	16
20574356	tue	11	5	11	13	10	13	4
42979295	tue	6	12	10	14	6	3	1
30605792	tue	11	8	2	14	1	5	4
20105556	tue	14	5	10	17	7	12	13
26871472	tue	4	14	8	13	7	4	0
15346296	tue	5	13	12	2	2	1	0
19793614	tue	11	2	2	1	2	3	3
90363016	tue	12	10	3	3	1	16	12
98914126	tue	3	4	7	1	12	7	17
24502057	tue	13	15	6	12	5	9	14
48038108	tue	6	10	13	7	7	2	0
94215778	tue	8	4	13	13	13	13	1
84121702	tue	3	2	11	16	9	12	2
82828346	tue	13	2	9	5	9	7	7
68832990	tue	16	2	16	14	10	7	4
70408196	tue	12	11	7	7	14	5	14
95580497	tue	7	1	15	11	6	17	4
12262148	tue	7	3	13	6	15	13	10
30139336	tue	6	1	11	3	0	13	6
91951298	tue	14	13	14	6	11	10	9
82400462	tue	17	0	9	1	14	17	1
58072381	tue	15	16	11	2	3	3	0
46956618	tue	17	17	12	17	13	6	11
47043416	tue	10	13	10	9	10	9	1
41180388	tue	15	8	7	3	2	5	13
93009879	tue	13	0	6	12	13	4	4
25941137	tue	14	13	16	1	3	1	8
60156564	tue	13	5	3	6	3	9	16
55115462	tue	7	17	14	8	16	2	7
40895910	tue	16	2	13	11	14	7	13
59437767	tue	5	11	6	13	7	8	12
95875701	tue	0	6	11	5	4	12	11
50620652	tue	4	12	15	5	13	2	15
55340270	tue	8	15	6	8	17	0	17
42491984	tue	11	14	0	1	17	11	4
39849871	tue	2	6	2	15	1	16	7
59041530	tue	12	16	0	5	0	3	12
93047011	tue	14	5	9	17	12	15	7
55349899	tue	11	5	2	8	6	14	14
37073711	tue	16	17	5	14	16	10	15
12327172	tue	8	11	9	6	16	14	15
70161784	tue	3	11	1	7	12	16	14
98917723	tue	15	6	8	4	14	15	16
50535422	tue	3	16	13	15	5	12	11
35504594	tue	16	14	7	8	12	15	10
89596454	tue	12	0	12	7	7	2	14
59189841	tue	10	7	7	9	11	17	13
17582234	tue	2	5	5	0	9	1	2
99716519	tue	9	9	5	7	8	1	15
65212739	tue	14	15	16	3	4	16	10
28186758	tue	8	7	17	11	12	12	6
72532296	tue	7	15	13	6	8	6	13
80580933	tue	12	1	7	10	8	0	4
70213833	tue	9	3	10	2	12	10	1
84899932	tue	11	9	15	1	16	1	9
86383830	tue	16	17	9	4	1	9	10
25394321	tue	16	10	7	16	11	8	15
31536154	tue	10	15	7	2	7	5	7
22622982	tue	4	1	7	4	5	7	2
16668061	tue	7	0	3	0	3	2	4
94544178	tue	3	8	6	9	4	1	7
96540271	tue	13	0	12	12	11	9	3
87073921	tue	7	5	10	16	16	10	5
57918383	tue	12	3	6	3	5	7	9
31883066	tue	2	17	16	14	13	3	6
66272966	tue	9	7	5	9	13	13	10
41253518	tue	1	2	3	12	7	12	4
91579893	tue	7	0	12	15	17	1	8
75422309	tue	6	10	2	1	17	5	10
93960810	tue	7	4	2	7	6	2	7
81075687	tue	4	8	10	1	8	11	3
35098805	tue	13	4	17	11	10	3	1
75266411	tue	4	10	14	7	17	1	5
57642391	tue	14	15	14	5	8	13	1
73936781	tue	5	5	15	16	11	4	1
62617717	tue	5	14	3	7	7	14	12
61389196	tue	3	2	8	16	9	0	0
42785818	tue	9	12	15	5	11	17	1
78288963	tue	17	3	14	3	17	14	7
16591909	tue	10	16	3	7	13	0	17
56606104	tue	17	15	17	12	7	16	8
78096763	tue	17	17	9	17	2	0	5
48878254	tue	9	12	0	14	2	8	4
27839961	tue	3	5	15	8	7	3	17
88946357	tue	14	8	14	16	7	6	10
95869250	tue	9	9	5	1	3	1	8
12734674	tue	3	8	2	0	13	6	14
18199015	tue	10	4	15	15	17	8	3
51510858	tue	11	16	2	12	10	7	15
39514743	tue	14	17	17	2	4	0	10
43210276	tue	3	7	17	2	8	15	0
71675171	tue	16	10	16	3	13	6	7
82460117	tue	1	17	8	13	13	14	2
90588116	tue	10	10	15	0	15	7	0
32903275	tue	5	7	7	6	10	3	3
76632892	tue	12	14	14	5	5	9	5
71250958	tue	4	8	6	9	17	13	17
64178178	tue	15	17	16	7	0	9	3
77365806	tue	9	6	14	9	17	16	6
77128741	tue	2	14	0	7	13	14	6
30256109	tue	6	5	16	0	10	2	15
14236993	tue	3	7	6	4	16	12	17
82096818	tue	4	16	13	14	10	14	5
36141624	tue	7	15	11	17	3	14	12
82047048	tue	1	14	15	6	7	10	12
96071019	tue	10	15	4	11	10	17	1
89595004	tue	7	14	2	11	4	8	15
81863724	tue	17	2	4	12	6	17	17
98671297	tue	10	16	12	8	11	15	3
91121331	tue	17	11	1	0	11	10	17
96579439	tue	9	0	12	9	1	16	5
68679745	tue	1	4	5	15	7	13	10
14558184	tue	8	5	11	4	10	10	10
19724143	tue	8	8	9	14	12	15	0
50668714	tue	6	1	13	9	3	7	3
84615031	tue	11	9	11	13	1	15	0
62298390	tue	11	11	15	1	14	9	12
50008794	tue	1	1	11	14	12	6	17
79752503	tue	16	14	5	2	15	14	4
61361456	tue	10	5	12	14	7	8	8
77247724	tue	4	12	2	2	3	2	10
54337473	tue	11	16	9	5	17	0	5
92418913	tue	2	5	16	8	11	10	12
40598758	tue	15	4	10	16	0	0	0
65606552	tue	1	1	2	14	1	4	4
68547756	tue	9	5	11	2	2	0	17
