83325131	friend
96145025	study
71086163	study
72534576	meal
73842834	meal
77614035	study
83285634	friend
92547429	friend
61194129	meal
72029305	friend
19598749	friend
26366232	meal
46162723	friend
40394746	study
61768773	friend
59230800	study
53811246	meal
41565439	study
30332960	friend
33225822	study
17696421	meal
56902224	friend
18884105	friend
90183025	meal
82494048	friend
15365698	study
97567709	meal
15442406	friend
43516876	meal
47596969	study
12934073	friend
27183132	study
84193864	study
48273338	friend
16192548	study
80092201	friend
67393818	study
41001617	meal
39022462	meal
31856463	meal
68285586	meal
79325696	meal
38626666	friend
29680896	friend
27282551	friend
41294140	meal
71507428	meal
79220294	friend
79196882	meal
81096672	meal
86564140	friend
57491206	meal
17513453	meal
87643964	study
21077537	meal
21153904	study
19513848	study
98595848	study
52036136	study
90863752	friend
26030525	meal
77099146	study
49754985	study
36841957	meal
40428794	friend
72327878	study
90142811	study
20574356	friend
42979295	study
30605792	study
20105556	meal
26871472	meal
15346296	meal
19793614	study
90363016	study
98914126	meal
24502057	meal
48038108	study
94215778	meal
84121702	meal
82828346	study
68832990	study
70408196	friend
95580497	meal
12262148	friend
30139336	meal
91951298	study
82400462	study
58072381	meal
46956618	study
47043416	friend
41180388	friend
93009879	meal
25941137	friend
60156564	study
55115462	friend
40895910	study
59437767	study
95875701	meal
50620652	meal
55340270	friend
42491984	study
39849871	meal
59041530	friend
93047011	meal
55349899	study
37073711	meal
12327172	meal
70161784	friend
98917723	meal
50535422	meal
35504594	study
89596454	study
59189841	friend
17582234	friend
99716519	meal
65212739	meal
28186758	meal
72532296	meal
80580933	study
70213833	study
84899932	meal
86383830	study
25394321	meal
31536154	meal
22622982	friend
16668061	study
94544178	study
96540271	study
87073921	meal
57918383	meal
31883066	study
66272966	meal
41253518	meal
91579893	friend
75422309	study
93960810	meal
81075687	friend
35098805	friend
75266411	study
57642391	study
73936781	meal
62617717	study
61389196	meal
42785818	meal
78288963	meal
16591909	meal
56606104	meal
78096763	meal
48878254	meal
27839961	friend
88946357	friend
95869250	friend
12734674	meal
18199015	meal
51510858	study
39514743	meal
43210276	friend
71675171	friend
82460117	meal
90588116	study
32903275	study
76632892	friend
71250958	meal
64178178	study
77365806	meal
77128741	friend
30256109	meal
14236993	friend
82096818	study
36141624	meal
82047048	friend
96071019	meal
89595004	study
81863724	friend
98671297	friend
91121331	meal
96579439	study
68679745	study
14558184	study
19724143	meal
50668714	meal
84615031	study
62298390	meal
50008794	friend
79752503	study
61361456	friend
77247724	friend
54337473	meal
92418913	meal
40598758	meal
65606552	friend
68547756	study
36116700	friend
95927938	friend
81635948	meal
97677233	meal
19500501	friend
82042153	meal
72538589	friend
83522006	meal
44458160	friend
76039561	friend
46798201	study
86561101	study
46209688	friend
71189221	friend
62717229	study
79929361	meal
85865436	meal
93355217	friend
52625614	friend
51986081	friend
22572035	meal
62952980	friend
83342824	meal
31760811	meal
82582012	friend
33049880	meal
73549683	friend
62418828	meal
69969383	friend
79780088	meal
44464419	friend
93289320	friend
52441108	meal
59050440	friend
52679364	study
51197849	meal
31588972	study
84528604	meal
90904576	friend
72932146	friend
68717875	study
97313016	study
45062830	meal
88616095	meal
52649818	study
75397338	friend
46565194	friend
95691277	study
71231649	meal
32527529	meal
91479754	meal
91972200	meal
64031031	friend
32402764	study
51500897	friend
14723698	study
43343721	friend
44164475	study
12017228	study
52829112	friend
56792514	meal
13420138	meal
63734070	meal
46212722	meal
31826467	study
39876221	friend
38057945	study
75613250	study
20647711	study
60429997	friend
92158788	meal
55084593	friend
10540987	friend
98607911	meal
84218213	meal
76453886	meal
56900984	friend
36845573	friend
15843838	study
39680170	meal
75889346	friend
71882132	study
59227937	friend
80994084	friend
58442529	friend
73355754	meal
28578791	study
79125211	friend
42516735	study
83591896	friend
91278784	friend
57811858	study
19216701	friend
73772933	meal
35601309	study
94534636	friend
99134308	friend
29239981	meal
87490742	study
86298270	study
30460733	friend
28341716	friend
64588352	meal
44500593	friend
18660408	meal
36925737	study
16578487	study
92703023	study
36775735	meal
69012379	friend
24302217	study
43902027	study
30344089	study
93209347	study
85526153	meal
54340022	friend
72577612	study
98464646	meal
54450373	meal
67650295	study
82566333	meal
41867297	friend
20707784	study
17641427	friend
91826826	study
60342136	meal
79943179	friend
11973684	meal
49307673	friend
23620650	study
91544656	study
